close_time,resistance,support
1659384299999.0,22992.76,22992.76
1659384599999.0,22992.76,22992.76
1659384899999.0,22992.76,22992.76
1659385199999.0,22992.76,22992.76
1659385499999.0,22996.58,22996.58
1659385799999.0,22996.58,22996.58
1659386099999.0,23022.29,23022.29
1659386399999.0,23022.29,23022.29
1659386699999.0,23022.29,23022.29
1659386999999.0,23022.29,23022.29
1659387299999.0,23022.29,23022.29
1659387599999.0,23022.29,23022.29
1659387899999.0,23022.29,23022.29
1659388199999.0,23118.88,23118.88
1659388499999.0,23118.88,23118.88
1659388799999.0,23118.88,23118.88
1659389099999.0,23118.88,23118.88
1659389399999.0,23118.88,23118.88
1659389699999.0,23118.88,23118.88
1659389999999.0,23118.88,23118.88
1659390299999.0,23118.88,23118.88
1659390599999.0,23118.88,23118.88
1659390899999.0,23118.88,23118.88
1659391199999.0,23118.88,23118.88
1659391499999.0,23118.88,23118.88
1659391799999.0,23118.88,23118.88
1659392099999.0,23118.88,23118.88
1659392399999.0,23118.88,23118.88
1659392699999.0,23118.88,23118.88
1659392999999.0,23118.88,23118.88
1659393299999.0,23118.88,23118.88
1659393599999.0,23118.88,23118.88
1659393899999.0,23118.88,23118.88
1659394199999.0,23118.88,23118.88
1659394499999.0,23118.88,23118.88
1659394799999.0,23118.88,23118.88
1659395099999.0,23118.88,23118.88
1659395399999.0,23118.88,23118.88
1659395699999.0,23118.88,23118.88
1659395999999.0,23118.88,23118.88
1659396299999.0,23372.87,23372.87
1659396599999.0,23372.87,23372.87
1659396899999.0,23372.87,23372.87
1659397199999.0,23372.87,23372.87
1659397499999.0,23372.87,23372.87
