1,"{'treshold_price': 8.883831555322406e-05, 'pct_new_level': 101.35997276795261, 'N_TICKS_DELTA': 11.0, 'N_TICKS_DELTA_NEG': 65.0, 'PCT_VOLUME_DISTANCE': 2.810990098891874, 'PCT_VOLUME_DISTANCE_NEGATIVE': 7.965940954828287, 'MULT_NEG_DELTA': 3.329248891795075, 'N_REBUY': 3.0, 'DEFAULT_PCT_STOP_LOSS': -85.29612916585673, 'PCT_QTY_ORDER': 75.91329288514558, 'result': 0}"
1,"{'treshold_price': 4.326631402926502e-05, 'pct_new_level': 101.44515156867014, 'N_TICKS_DELTA': 6.0, 'N_TICKS_DELTA_NEG': 107.0, 'PCT_VOLUME_DISTANCE': 1.6375891618685439, 'PCT_VOLUME_DISTANCE_NEGATIVE': 4.2198179302841625, 'MULT_NEG_DELTA': 8.624509229518953, 'N_REBUY': 8.0, 'DEFAULT_PCT_STOP_LOSS': -68.55514775634401, 'PCT_QTY_ORDER': 15.410830577606752, 'result': 0}"
